wbe;jahr;sess5
026;2011;122
026;2012;125
026;2013;123
026;2014;123
026;2015;129
031;2000;1485
031;2001;1408
031;2002;1373
031;2003;1355
031;2004;1391
031;2005;1373
031;2006;1401
031;2007;1419
031;2008;1379
031;2009;1354
031;2010;1354
031;2011;1324
031;2012;1310
031;2013;1346
031;2014;1349
031;2015;1330
032;2000;1884
032;2001;1845
032;2002;1868
032;2003;1841
032;2004;1870
032;2005;1878
032;2006;1928
032;2007;1945
032;2008;1958
032;2009;1952
032;2010;1879
032;2011;1883
032;2012;1866
032;2013;1874
032;2014;1875
032;2015;1907
033;2000;1792
033;2001;1805
033;2002;1751
033;2003;1738
033;2004;1756
033;2005;1759
033;2006;1747
033;2007;1828
033;2008;1819
033;2009;1798
033;2010;1775
033;2011;1728
033;2012;1758
033;2013;1842
033;2014;1815
033;2015;1847
034;2000;72
034;2001;77
034;2002;74
034;2003;70
034;2004;79
034;2005;81
034;2006;79
034;2007;83
034;2008;99
034;2009;99
034;2010;90
034;2011;85
034;2012;81
034;2013;80
034;2014;78
034;2015;71
041;2000;2107
041;2001;2093
041;2002;2043
041;2003;2066
041;2004;2120
041;2005;2091
041;2006;2117
041;2007;2123
041;2008;2107
041;2009;2098
041;2010;2093
041;2011;2083
041;2012;2106
041;2013;2147
041;2014;2182
041;2015;2213
042;2000;2738
042;2001;2646
042;2002;2604
042;2003;2563
042;2004;2557
042;2005;2516
042;2006;2560
042;2007;2519
042;2008;2541
042;2009;2507
042;2010;2541
042;2011;2531
042;2012;2516
042;2013;2525
042;2014;2595
042;2015;2598
051;2000;19
051;2001;26
051;2002;34
051;2003;27
051;2004;27
051;2005;21
051;2006;24
051;2007;40
051;2008;33
051;2009;30
051;2010;12
051;2011;13
051;2012;13
051;2013;14
051;2014;15
051;2015;19
052;2000;645
052;2001;622
052;2002;623
052;2003;612
052;2004;605
052;2005;615
052;2006;604
052;2007;566
052;2008;590
052;2009;564
052;2010;543
052;2011;525
052;2012;542
052;2013;560
052;2014;586
052;2015;577
053;2000;3296
053;2001;3326
053;2002;3313
053;2003;3349
053;2004;3328
053;2005;3279
053;2006;3234
053;2007;3245
053;2008;3198
053;2009;3223
053;2010;3269
053;2011;3280
053;2012;3279
053;2013;3338
053;2014;3303
053;2015;3325
054;2000;1527
054;2001;1536
054;2002;1522
054;2003;1489
054;2004;1469
054;2005;1448
054;2006;1434
054;2007;1431
054;2008;1421
054;2009;1431
054;2010;1398
054;2011;1376
054;2012;1375
054;2013;1422
054;2014;1438
054;2015;1498
055;2000;522
055;2001;497
055;2002;493
055;2003;478
055;2004;463
055;2005;484
055;2006;458
055;2007;472
055;2008;475
055;2009;482
055;2010;494
055;2011;497
055;2012;504
055;2013;555
055;2014;559
055;2015;582
061;2000;2867
061;2001;2845
061;2002;2867
061;2003;2857
061;2004;2922
061;2005;2930
061;2006;2946
061;2007;2953
061;2008;2915
061;2009;2944
061;2010;2991
061;2011;2969
061;2012;2975
061;2013;3013
061;2014;3007
061;2015;2987
062;2000;3450
062;2001;3397
062;2002;3334
062;2003;3382
062;2004;3454
062;2005;3468
062;2006;3484
062;2007;3568
062;2008;3657
062;2009;3658
062;2010;3644
062;2011;3642
062;2012;3700
062;2013;3769
062;2014;3783
062;2015;3726
063;2000;2331
063;2001;2260
063;2002;2215
063;2003;2237
063;2004;2288
063;2005;2320
063;2006;2344
063;2007;2314
063;2008;2334
063;2009;2345
063;2010;2321
063;2011;2420
063;2012;2533
063;2013;2600
063;2014;2686
063;2015;2684
071;2000;3305
071;2001;3268
071;2002;3255
071;2003;3261
071;2004;3280
071;2005;3276
071;2006;3225
071;2007;3184
071;2008;3151
071;2009;3157
071;2010;3116
071;2011;3117
071;2012;3212
071;2013;3214
071;2014;3237
071;2015;3261
072;2000;2185
072;2001;2213
072;2002;2219
072;2003;2208
072;2004;2191
072;2005;2209
072;2006;2229
072;2007;2201
072;2008;2179
072;2009;2175
072;2010;2169
072;2011;2168
072;2012;2188
072;2013;2194
072;2014;2218
072;2015;2228
073;2000;183
073;2001;188
073;2002;178
073;2003;171
073;2004;168
073;2005;158
073;2006;166
073;2007;169
073;2008;165
073;2009;168
073;2010;176
073;2011;173
073;2012;169
073;2013;171
073;2014;196
073;2015;205
081;2000;1250
081;2001;1260
081;2002;1254
081;2003;1277
081;2004;1266
081;2005;1255
081;2006;1267
081;2007;1272
081;2008;1273
081;2009;1266
081;2010;1274
081;2011;1248
081;2012;1248
081;2013;1252
081;2014;1252
081;2015;1261
082;2000;1297
082;2001;1259
082;2002;1241
082;2003;1212
082;2004;1209
082;2005;1187
082;2006;1166
082;2007;1167
082;2008;1153
082;2009;1134
082;2010;1087
082;2011;1101
082;2012;1112
082;2013;1127
082;2014;1156
082;2015;1205
083;2000;1339
083;2001;1320
083;2002;1325
083;2003;1310
083;2004;1271
083;2005;1283
083;2006;1252
083;2007;1274
083;2008;1269
083;2009;1312
083;2010;1284
083;2011;1276
083;2012;1242
083;2013;1298
083;2014;1293
083;2015;1284
084;2000;977
084;2001;980
084;2002;994
084;2003;1007
084;2004;1005
084;2005;996
084;2006;978
084;2007;971
084;2008;983
084;2009;984
084;2010;982
084;2011;966
084;2012;972
084;2013;957
084;2014;985
084;2015;976
085;2000;3389
085;2001;3372
085;2002;3364
085;2003;3329
085;2004;3373
085;2005;3356
085;2006;3334
085;2007;3327
085;2008;3408
085;2009;3423
085;2010;3396
085;2011;3447
085;2012;3451
085;2013;3478
085;2014;3535
085;2015;3562
091;2000;2566
091;2001;2546
091;2002;2508
091;2003;2514
091;2004;2502
091;2005;2504
091;2006;2489
091;2007;2504
091;2008;2508
091;2009;2570
091;2010;2550
091;2011;2529
091;2012;2586
091;2013;2659
091;2014;2691
091;2015;2697
092;2000;1142
092;2001;1129
092;2002;1116
092;2003;1124
092;2004;1103
092;2005;1095
092;2006;1087
092;2007;1075
092;2008;1079
092;2009;1076
092;2010;1064
092;2011;1067
092;2012;1075
092;2013;1096
092;2014;1139
092;2015;1137
101;2000;2987
101;2001;2926
101;2002;2935
101;2003;3041
101;2004;3087
101;2005;3056
101;2006;3013
101;2007;3010
101;2008;3030
101;2009;3040
101;2010;3079
101;2011;3069
101;2012;3135
101;2013;3230
101;2014;3331
101;2015;3378
102;2000;2403
102;2001;2377
102;2002;2374
102;2003;2383
102;2004;2336
102;2005;2330
102;2006;2360
102;2007;2340
102;2008;2291
102;2009;2341
102;2010;2285
102;2011;2243
102;2012;2267
102;2013;2323
102;2014;2321
102;2015;2332
103;2000;2859
103;2001;2835
103;2002;2769
103;2003;2743
103;2004;2742
103;2005;2853
103;2006;2949
103;2007;2897
103;2008;2912
103;2009;2874
103;2010;2878
103;2011;2908
103;2012;2928
103;2013;3000
103;2014;2977
103;2015;3008
111;2000;1695
111;2001;1673
111;2002;1646
111;2003;1659
111;2004;1647
111;2005;1667
111;2006;1638
111;2007;1692
111;2008;1693
111;2009;1678
111;2010;1688
111;2011;1714
111;2012;1691
111;2013;1718
111;2014;1767
111;2015;1789
112;2000;980
112;2001;938
112;2002;923
112;2003;940
112;2004;1005
112;2005;991
112;2006;1029
112;2007;1027
112;2008;1014
112;2009;1024
112;2010;1040
112;2011;1051
112;2012;1044
112;2013;1095
112;2014;1089
112;2015;1070
113;2000;2890
113;2001;2829
113;2002;2929
113;2003;2985
113;2004;3016
113;2005;3094
113;2006;3163
113;2007;3194
113;2008;3223
113;2009;3238
113;2010;3222
113;2011;3303
113;2012;3356
113;2013;3415
113;2014;3457
113;2015;3553
114;2000;659
114;2001;731
114;2002;726
114;2003;716
114;2004;737
114;2005;666
114;2006;615
114;2007;599
114;2008;528
114;2009;583
114;2010;610
114;2011;603
114;2012;588
114;2013;686
114;2014;742
114;2015;827
115;2000;2288
115;2001;2232
115;2002;2238
115;2003;2307
115;2004;2277
115;2005;2317
115;2006;2311
115;2007;2375
115;2008;2309
115;2009;2345
115;2010;2336
115;2011;2359
115;2012;2318
115;2013;2374
115;2014;2384
115;2015;2359
121;2000;725
121;2001;697
121;2002;712
121;2003;685
121;2004;742
121;2005;717
121;2006;721
121;2007;701
121;2008;692
121;2009;692
121;2010;657
121;2011;635
121;2012;634
121;2013;637
121;2014;638
121;2015;652
122;2000;440
122;2001;434
122;2002;429
122;2003;436
122;2004;431
122;2005;444
122;2006;425
122;2007;416
122;2008;400
122;2009;403
122;2010;401
122;2011;425
122;2012;394
122;2013;412
122;2014;435
122;2015;423
131;2000;465
131;2001;463
131;2002;493
131;2003;461
131;2004;471
131;2005;453
131;2006;492
131;2007;478
131;2008;499
131;2009;515
131;2010;498
131;2011;472
131;2012;465
131;2013;475
131;2014;469
131;2015;487
132;2000;1312
132;2001;1306
132;2002;1350
132;2003;1407
132;2004;1456
132;2005;1496
132;2006;1429
132;2007;1428
132;2008;1401
132;2009;1395
132;2010;1383
132;2011;1447
132;2012;1505
132;2013;1521
132;2014;1548
132;2015;1566
141;2000;1234
141;2001;1276
141;2002;1344
141;2003;1369
141;2004;1412
141;2005;1417
141;2006;1451
141;2007;1499
141;2008;1603
141;2009;1599
141;2010;1601
141;2011;1551
141;2012;1584
141;2013;1598
141;2014;1605
141;2015;1594
142;2000;1498
142;2001;1465
142;2002;1429
142;2003;1402
142;2004;1399
142;2005;1388
142;2006;1371
142;2007;1414
142;2008;1400
142;2009;1416
142;2010;1379
142;2011;1363
142;2012;1359
142;2013;1372
142;2014;1381
142;2015;1346
151;2000;1721
151;2001;1719
151;2002;1725
151;2003;1682
151;2004;1673
151;2005;1658
151;2006;1619
151;2007;1606
151;2008;1561
151;2009;1528
151;2010;1533
151;2011;1507
151;2012;1458
151;2013;1505
151;2014;1527
151;2015;1520
152;2000;1745
152;2001;1713
152;2002;1732
152;2003;1737
152;2004;1815
152;2005;1789
152;2006;1768
152;2007;1771
152;2008;1741
152;2009;1716
152;2010;1712
152;2011;1688
152;2012;1723
152;2013;1731
152;2014;1724
152;2015;1710
153;2000;2526
153;2001;2544
153;2002;2497
153;2003;2517
153;2004;2502
153;2005;2398
153;2006;2303
153;2007;2241
153;2008;2156
153;2009;2092
153;2010;2152
153;2011;2126
153;2012;2091
153;2013;2141
153;2014;2211
153;2015;2236
161;2000;1870
161;2001;1784
161;2002;1800
161;2003;1841
161;2004;1881
161;2005;1964
161;2006;2010
161;2007;2076
161;2008;2101
161;2009;2084
161;2010;2035
161;2011;2057
161;2012;2118
161;2013;2162
161;2014;2152
161;2015;2182
162;2000;17
162;2001;22
162;2002;27
162;2003;32
162;2004;27
162;2005;41
162;2006;53
162;2007;55
162;2008;59
162;2009;64
162;2010;60
162;2011;58
162;2012;59
162;2013;69
162;2014;161
162;2015;187
171;2000;744
171;2001;748
171;2002;704
171;2003;695
171;2004;688
171;2005;683
171;2006;718
171;2007;681
171;2008;680
171;2009;665
171;2010;658
171;2011;641
171;2012;646
171;2013;667
171;2014;684
171;2015;699
172;2000;1789
172;2001;1701
172;2002;1728
172;2003;1746
172;2004;1819
172;2005;1796
172;2006;1759
172;2007;1781
172;2008;1760
172;2009;1779
172;2010;1731
172;2011;1700
172;2012;1693
172;2013;1759
172;2014;1785
172;2015;1807
173;2000;1290
173;2001;1270
173;2002;1264
173;2003;1322
173;2004;1357
173;2005;1314
173;2006;1384
173;2007;1424
173;2008;1403
173;2009;1422
173;2010;1446
173;2011;1457
173;2012;1432
173;2013;1458
173;2014;1478
173;2015;1473
174;2000;3089
174;2001;3182
174;2002;3133
174;2003;3151
174;2004;3242
174;2005;3291
174;2006;3385
174;2007;3596
174;2008;3598
174;2009;3520
174;2010;3555
174;2011;3438
174;2012;3480
174;2013;3578
174;2014;3656
174;2015;3745
180;2000;3563
180;2001;3515
180;2002;3499
180;2003;3596
180;2004;3642
180;2005;3624
180;2006;3656
180;2007;3663
180;2008;3628
180;2009;3702
180;2010;3763
180;2011;3772
180;2012;3810
180;2013;3902
180;2014;3960
180;2015;4005
190;2000;1272
190;2001;1237
190;2002;1294
190;2003;1317
190;2004;1327
190;2005;1327
190;2006;1374
190;2007;1420
190;2008;1441
190;2009;1443
190;2010;1469
190;2011;1475
190;2012;1467
190;2013;1512
190;2014;1600
190;2015;1603
201;2000;1818
201;2001;1807
201;2002;1764
201;2003;1754
201;2004;1826
201;2005;1864
201;2006;1995
201;2007;2056
201;2008;2065
201;2009;2063
201;2010;2015
201;2011;2018
201;2012;2064
201;2013;2067
201;2014;2095
201;2015;2103
202;2000;1247
202;2001;1277
202;2002;1263
202;2003;1305
202;2004;1285
202;2005;1308
202;2006;1307
202;2007;1283
202;2008;1262
202;2009;1273
202;2010;1285
202;2011;1294
202;2012;1312
202;2013;1304
202;2014;1336
202;2015;1323
203;2000;853
203;2001;803
203;2002;760
203;2003;742
203;2004;744
203;2005;726
203;2006;742
203;2007;740
203;2008;747
203;2009;754
203;2010;772
203;2011;775
203;2012;806
203;2013;803
203;2014;791
203;2015;800
204;2000;666
204;2001;683
204;2002;686
204;2003;687
204;2004;706
204;2005;685
204;2006;668
204;2007;695
204;2008;695
204;2009;682
204;2010;679
204;2011;685
204;2012;684
204;2013;678
204;2014;666
204;2015;671
205;2000;1476
205;2001;1510
205;2002;1497
205;2003;1499
205;2004;1470
205;2005;1454
205;2006;1463
205;2007;1451
205;2008;1434
205;2009;1405
205;2010;1406
205;2011;1400
205;2012;1421
205;2013;1413
205;2014;1405
205;2015;1428
206;2000;1517
206;2001;1515
206;2002;1508
206;2003;1531
206;2004;1545
206;2005;1549
206;2006;1489
206;2007;1485
206;2008;1469
206;2009;1496
206;2010;1487
206;2011;1480
206;2012;1480
206;2013;1476
206;2014;1529
206;2015;1513
207;2000;3988
207;2001;3907
207;2002;3890
207;2003;3903
207;2004;3938
207;2005;3904
207;2006;3960
207;2007;3855
207;2008;3874
207;2009;3826
207;2010;3846
207;2011;3852
207;2012;3946
207;2013;3977
207;2014;3980
207;2015;4077
208;2000;1195
208;2001;1227
208;2002;1206
208;2003;1260
208;2004;1275
208;2005;1281
208;2006;1285
208;2007;1301
208;2008;1301
208;2009;1311
208;2010;1349
208;2011;1358
208;2012;1357
208;2013;1356
208;2014;1326
208;2015;1339
301;2000;615
301;2001;571
301;2002;591
301;2003;582
301;2004;591
301;2005;602
301;2006;606
301;2007;608
301;2008;609
301;2009;632
301;2010;618
301;2011;645
301;2012;640
301;2013;660
301;2014;662
301;2015;662
302;2000;98
302;2001;95
302;2002;85
302;2003;87
302;2004;64
302;2005;63
302;2006;51
302;2007;62
302;2008;65
302;2009;80
302;2010;78
302;2011;73
302;2012;57
302;2013;59
302;2014;59
302;2015;59
