wbe;jahr;alter0
083;2013;353
083;2014;355
083;2015;358
084;2000;283
084;2001;280
084;2002;284
084;2003;280
084;2004;284
084;2005;275
084;2006;270
084;2007;279
084;2008;265
084;2009;275
084;2010;274
084;2011;281
084;2012;279
084;2013;308
084;2014;306
084;2015;295
085;2000;1109
085;2001;1100
085;2002;1084
085;2003;1062
085;2004;1063
085;2005;1057
085;2006;1068
085;2007;1069
085;2008;1066
085;2009;1049
085;2010;1015
085;2011;1021
085;2012;1047
085;2013;1019
085;2014;1035
085;2015;1071
091;2000;700
091;2001;701
091;2002;661
091;2003;683
091;2004;696
091;2005;677
091;2006;673
091;2007;673
091;2008;710
091;2009;717
091;2010;736
091;2011;731
091;2012;713
091;2013;692
091;2014;696
091;2015;715
092;2000;315
092;2001;312
092;2002;312
092;2003;323
092;2004;309
092;2005;326
092;2006;334
092;2007;326
092;2008;316
092;2009;322
092;2010;326
092;2011;331
092;2012;344
092;2013;340
092;2014;370
092;2015;368
101;2000;918
101;2001;930
101;2002;932
101;2003;947
101;2004;953
101;2005;918
101;2006;910
101;2007;920
101;2008;911
101;2009;906
101;2010;932
101;2011;904
101;2012;888
101;2013;909
101;2014;931
101;2015;934
102;2000;649
102;2001;661
102;2002;655
102;2003;659
102;2004;656
102;2005;628
102;2006;613
102;2007;583
102;2008;622
102;2009;655
102;2010;627
102;2011;644
102;2012;700
102;2013;695
102;2014;717
102;2015;743
103;2000;1067
103;2001;1090
103;2002;1069
103;2003;1077
103;2004;1027
103;2005;1029
103;2006;1010
103;2007;1034
103;2008;1011
103;2009;980
103;2010;1036
103;2011;1096
103;2012;1092
103;2013;1131
103;2014;1111
103;2015;1176
111;2000;570
111;2001;549
111;2002;547
111;2003;552
111;2004;537
111;2005;524
111;2006;496
111;2007;518
111;2008;519
111;2009;487
111;2010;527
111;2011;502
111;2012;495
111;2013;499
111;2014;497
111;2015;487
112;2000;310
112;2001;293
112;2002;292
112;2003;283
112;2004;287
112;2005;282
112;2006;288
112;2007;301
112;2008;294
112;2009;285
112;2010;281
112;2011;271
112;2012;283
112;2013;292
112;2014;296
112;2015;290
113;2000;1433
113;2001;1449
113;2002;1452
113;2003;1387
113;2004;1342
113;2005;1331
113;2006;1308
113;2007;1286
113;2008;1320
113;2009;1324
113;2010;1296
113;2011;1295
113;2012;1271
113;2013;1271
113;2014;1248
113;2015;1204
114;2000;407
114;2001;390
114;2002;361
114;2003;345
114;2004;330
114;2005;299
114;2006;277
114;2007;282
114;2008;272
114;2009;277
114;2010;298
114;2011;342
114;2012;351
114;2013;356
114;2014;370
114;2015;384
115;2000;838
115;2001;850
115;2002;846
115;2003;831
115;2004;821
115;2005;810
115;2006;821
115;2007;784
115;2008;814
115;2009;814
115;2010;803
115;2011;790
115;2012;802
115;2013;824
115;2014;839
115;2015;829
121;2000;191
121;2001;181
121;2002;174
121;2003;166
121;2004;173
121;2005;162
121;2006;154
121;2007;146
121;2008;144
121;2009;139
121;2010;130
121;2011;133
121;2012;148
121;2013;152
121;2014;148
121;2015;158
122;2000;81
122;2001;88
122;2002;86
122;2003;85
122;2004;78
122;2005;74
122;2006;76
122;2007;71
122;2008;76
122;2009;71
122;2010;71
122;2011;72
122;2012;78
122;2013;84
122;2014;81
122;2015;85
131;2000;102
131;2001;106
131;2002;105
131;2003;114
131;2004;106
131;2005;94
131;2006;96
131;2007;98
131;2008;101
131;2009;96
131;2010;85
131;2011;83
131;2012;76
131;2013;81
131;2014;84
131;2015;89
132;2000;433
132;2001;403
132;2002;384
132;2003;402
132;2004;397
132;2005;394
132;2006;389
132;2007;396
132;2008;429
132;2009;405
132;2010;409
132;2011;404
132;2012;416
132;2013;413
132;2014;404
132;2015;396
141;2000;411
141;2001;401
141;2002;420
141;2003;445
141;2004;437
141;2005;464
141;2006;458
141;2007;448
141;2008;462
141;2009;463
141;2010;469
141;2011;458
141;2012;463
141;2013;454
141;2014;484
141;2015;499
142;2000;388
142;2001;393
142;2002;399
142;2003;379
142;2004;386
142;2005;398
142;2006;384
142;2007;342
142;2008;347
142;2009;354
142;2010;332
142;2011;312
142;2012;315
142;2013;308
142;2014;308
142;2015;310
151;2000;499
151;2001;483
151;2002;493
151;2003;500
151;2004;474
151;2005;512
151;2006;509
151;2007;515
151;2008;523
151;2009;527
151;2010;510
151;2011;532
151;2012;535
151;2013;565
151;2014;604
151;2015;648
152;2000;507
152;2001;501
152;2002;497
152;2003;498
152;2004;483
152;2005;484
152;2006;454
152;2007;452
152;2008;438
152;2009;426
152;2010;431
152;2011;447
152;2012;449
152;2013;442
152;2014;472
152;2015;459
153;2000;782
153;2001;759
153;2002;711
153;2003;701
153;2004;675
153;2005;625
153;2006;562
153;2007;543
153;2008;553
153;2009;550
153;2010;556
153;2011;545
153;2012;545
153;2013;579
153;2014;598
153;2015;608
161;2000;800
161;2001;811
161;2002;882
161;2003;852
161;2004;870
161;2005;856
161;2006;871
161;2007;863
161;2008;864
161;2009;885
161;2010;879
161;2011;879
161;2012;890
161;2013;888
161;2014;873
161;2015;861
162;2000;19
162;2001;32
162;2002;34
162;2003;36
162;2004;29
162;2005;31
162;2006;32
162;2007;36
162;2008;34
162;2009;74
162;2010;103
162;2011;127
162;2012;146
162;2013;144
162;2014;135
162;2015;268
171;2000;213
171;2001;198
171;2002;185
171;2003;197
171;2004;185
171;2005;181
171;2006;169
171;2007;160
171;2008;165
171;2009;161
171;2010;159
171;2011;150
171;2012;164
171;2013;157
171;2014;156
171;2015;161
172;2000;582
172;2001;542
172;2002;565
172;2003;582
172;2004;570
172;2005;523
172;2006;508
172;2007;498
172;2008;524
172;2009;504
172;2010;525
172;2011;501
172;2012;505
172;2013;516
172;2014;508
172;2015;513
173;2000;564
173;2001;524
173;2002;553
173;2003;538
173;2004;523
173;2005;501
173;2006;496
173;2007;522
173;2008;512
173;2009;508
173;2010;496
173;2011;516
173;2012;501
173;2013;489
173;2014;485
173;2015;487
174;2000;1610
174;2001;1618
174;2002;1619
174;2003;1598
174;2004;1608
174;2005;1573
174;2006;1549
174;2007;1480
174;2008;1456
174;2009;1395
174;2010;1437
174;2011;1413
174;2012;1402
174;2013;1416
174;2014;1433
174;2015;1424
180;2000;1535
180;2001;1508
180;2002;1486
180;2003;1488
180;2004;1456
180;2005;1440
180;2006;1479
180;2007;1410
180;2008;1444
180;2009;1438
180;2010;1395
180;2011;1422
180;2012;1413
180;2013;1404
180;2014;1374
180;2015;1370
190;2000;463
190;2001;448
190;2002;480
190;2003;490
190;2004;468
190;2005;487
190;2006;489
190;2007;475
190;2008;469
190;2009;498
190;2010;501
190;2011;512
190;2012;548
190;2013;560
190;2014;552
190;2015;569
201;2000;563
201;2001;577
201;2002;591
201;2003;602
201;2004;601
201;2005;570
201;2006;568
201;2007;554
201;2008;564
201;2009;570
201;2010;563
201;2011;559
201;2012;543
201;2013;506
201;2014;501
201;2015;501
202;2000;451
202;2001;470
202;2002;443
202;2003;444
202;2004;411
202;2005;417
202;2006;432
202;2007;426
202;2008;400
202;2009;404
202;2010;402
202;2011;394
202;2012;397
202;2013;416
202;2014;432
202;2015;449
203;2000;205
203;2001;202
203;2002;206
203;2003;206
203;2004;212
203;2005;206
203;2006;202
203;2007;202
203;2008;201
203;2009;205
203;2010;223
203;2011;223
203;2012;245
203;2013;245
203;2014;244
203;2015;242
204;2000;190
204;2001;198
204;2002;200
204;2003;199
204;2004;185
204;2005;180
204;2006;172
204;2007;181
204;2008;179
204;2009;176
204;2010;174
204;2011;177
204;2012;172
204;2013;173
204;2014;169
204;2015;177
205;2000;369
205;2001;379
205;2002;382
205;2003;382
205;2004;386
205;2005;383
205;2006;391
205;2007;391
205;2008;376
205;2009;394
205;2010;407
205;2011;416
205;2012;409
205;2013;428
205;2014;407
205;2015;405
206;2000;495
206;2001;504
206;2002;518
206;2003;505
206;2004;511
206;2005;501
206;2006;486
206;2007;485
206;2008;498
206;2009;501
206;2010;501
206;2011;518
206;2012;510
206;2013;529
206;2014;531
206;2015;525
207;2000;1298
207;2001;1323
207;2002;1302
207;2003;1315
207;2004;1311
207;2005;1324
207;2006;1338
207;2007;1352
207;2008;1315
207;2009;1281
207;2010;1280
207;2011;1262
207;2012;1258
207;2013;1295
207;2014;1293
207;2015;1315
208;2000;468
208;2001;460
208;2002;453
208;2003;459
208;2004;450
208;2005;432
208;2006;436
208;2007;443
208;2008;450
208;2009;428
208;2010;416
208;2011;409
208;2012;428
208;2013;430
208;2014;420
208;2015;444
301;2000;194
301;2001;189
301;2002;185
301;2003;189
301;2004;193
301;2005;189
301;2006;195
301;2007;187
301;2008;189
301;2009;185
301;2010;176
301;2011;174
301;2012;169
301;2013;165
301;2014;168
301;2015;165
302;2000;42
302;2001;44
302;2002;43
302;2003;50
302;2004;47
302;2005;47
302;2006;43
302;2007;42
302;2008;37
302;2009;44
302;2010;36
302;2011;43
302;2012;45
302;2013;44
302;2014;48
302;2015;53
